Gene_ID	Group
ENSDARG00000091967	maternal
ENSDARG00000092018	maternal
ENSDARG00000092134	maternal
ENSDARG00000092166	maternal
ENSDARG00000092219	maternal
ENSDARG00000092290	maternal
ENSDARG00000092305	maternal
ENSDARG00000092394	maternal
ENSDARG00000092445	maternal
ENSDARG00000092483	maternal
ENSDARG00000092508	maternal
ENSDARG00000092550	maternal
ENSDARG00000092556	maternal
ENSDARG00000092609	maternal
ENSDARG00000092651	maternal
ENSDARG00000092746	maternal
ENSDARG00000092874	maternal
ENSDARG00000092885	maternal
ENSDARG00000092889	maternal
ENSDARG00000092895	maternal
ENSDARG00000092924	maternal
ENSDARG00000092954	maternal
ENSDARG00000093003	maternal
ENSDARG00000093008	maternal
ENSDARG00000093151	maternal
ENSDARG00000093176	maternal
ENSDARG00000093208	maternal
ENSDARG00000093350	maternal
ENSDARG00000093364	maternal
ENSDARG00000093382	maternal
ENSDARG00000093403	maternal
ENSDARG00000093590	maternal
ENSDARG00000093597	maternal
ENSDARG00000093802	maternal
ENSDARG00000093931	maternal
ENSDARG00000093985	maternal
ENSDARG00000093997	maternal
ENSDARG00000093999	maternal
ENSDARG00000094010	maternal
ENSDARG00000094043	maternal
ENSDARG00000094179	maternal
ENSDARG00000094204	maternal
ENSDARG00000094249	maternal
ENSDARG00000094258	maternal
ENSDARG00000094469	maternal
ENSDARG00000094542	maternal
ENSDARG00000094616	maternal
ENSDARG00000094709	maternal
ENSDARG00000094725	maternal
ENSDARG00000094737	maternal
ENSDARG00000094836	maternal
ENSDARG00000094850	maternal
ENSDARG00000094876	maternal
ENSDARG00000094992	maternal
ENSDARG00000095169	maternal
ENSDARG00000095174	maternal
ENSDARG00000095191	maternal
ENSDARG00000095241	maternal
ENSDARG00000095322	maternal
ENSDARG00000095333	maternal
ENSDARG00000095504	maternal
ENSDARG00000095552	maternal
ENSDARG00000095579	maternal
ENSDARG00000095643	maternal
ENSDARG00000095783	maternal
ENSDARG00000095799	maternal
ENSDARG00000095829	maternal
ENSDARG00000095868	maternal
ENSDARG00000096045	maternal
ENSDARG00000096253	maternal
ENSDARG00000096306	maternal
ENSDARG00000096375	maternal
ENSDARG00000096382	maternal
ENSDARG00000096554	maternal
ENSDARG00000096603	maternal
ENSDARG00000096628	maternal
ENSDARG00000096651	maternal
ENSDARG00000096687	maternal
ENSDARG00000096749	maternal
ENSDARG00000096797	maternal
ENSDARG00000096829	maternal
ENSDARG00000096851	maternal
ENSDARG00000096998	maternal
ENSDARG00000097155	maternal
ENSDARG00000097217	maternal
ENSDARG00000097264	maternal
ENSDARG00000097302	maternal
ENSDARG00000097310	maternal
ENSDARG00000097344	maternal
ENSDARG00000097398	maternal
ENSDARG00000097444	maternal
ENSDARG00000097465	maternal
ENSDARG00000097473	maternal
ENSDARG00000097505	maternal
ENSDARG00000097591	maternal
ENSDARG00000097712	maternal
ENSDARG00000097765	maternal
ENSDARG00000097988	maternal
ENSDARG00000098017	maternal
ENSDARG00000098021	maternal
ENSDARG00000000183	mir430
ENSDARG00000000324	mir430
ENSDARG00000000966	mir430
ENSDARG00000000972	mir430
ENSDARG00000001129	mir430
ENSDARG00000001733	mir430
ENSDARG00000001890	mir430
ENSDARG00000001915	mir430
ENSDARG00000001929	mir430
ENSDARG00000002127	mir430
ENSDARG00000002303	mir430
ENSDARG00000002305	mir430
ENSDARG00000002792	mir430
ENSDARG00000002877	mir430
ENSDARG00000002912	mir430
ENSDARG00000003017	mir430
ENSDARG00000003087	mir430
ENSDARG00000003631	mir430
ENSDARG00000003705	mir430
ENSDARG00000003776	mir430
ENSDARG00000003877	mir430
ENSDARG00000003927	mir430
ENSDARG00000003933	mir430
ENSDARG00000003952	mir430
ENSDARG00000003961	mir430
ENSDARG00000004055	mir430
ENSDARG00000004211	mir430
ENSDARG00000004261	mir430
ENSDARG00000004270	mir430
ENSDARG00000004843	mir430
ENSDARG00000004906	mir430
ENSDARG00000005039	mir430
ENSDARG00000005318	mir430
ENSDARG00000005350	mir430
ENSDARG00000005359	mir430
ENSDARG00000005423	mir430
ENSDARG00000005456	mir430
ENSDARG00000005468	mir430
ENSDARG00000005536	mir430
ENSDARG00000005799	mir430
ENSDARG00000005861	mir430
ENSDARG00000005872	mir430
ENSDARG00000005972	mir430
ENSDARG00000005993	mir430
ENSDARG00000006169	mir430
ENSDARG00000006266	mir430
ENSDARG00000006389	mir430
ENSDARG00000006397	mir430
ENSDARG00000006553	mir430
ENSDARG00000006600	mir430
ENSDARG00000006609	mir430
ENSDARG00000006640	mir430
ENSDARG00000006862	mir430
ENSDARG00000007127	mir430
ENSDARG00000007180	mir430
ENSDARG00000007294	mir430
ENSDARG00000007354	mir430
ENSDARG00000007465	mir430
ENSDARG00000007477	mir430
ENSDARG00000007720	mir430
ENSDARG00000008026	mir430
ENSDARG00000008155	mir430
ENSDARG00000008224	mir430
ENSDARG00000008278	mir430
ENSDARG00000008447	mir430
ENSDARG00000008454	mir430
ENSDARG00000008592	mir430
ENSDARG00000008808	mir430
ENSDARG00000008904	mir430
ENSDARG00000008937	mir430
ENSDARG00000009208	mir430
ENSDARG00000009525	mir430
ENSDARG00000009693	mir430
ENSDARG00000009771	mir430
ENSDARG00000009953	mir430
ENSDARG00000010002	mir430
ENSDARG00000010290	mir430
ENSDARG00000010297	mir430
ENSDARG00000010437	mir430
ENSDARG00000010531	mir430
ENSDARG00000010789	mir430
ENSDARG00000010862	mir430
ENSDARG00000011000	mir430
ENSDARG00000011333	mir430
ENSDARG00000011370	mir430
ENSDARG00000011662	mir430
ENSDARG00000011777	mir430
ENSDARG00000011783	mir430
ENSDARG00000011809	mir430
ENSDARG00000011897	mir430
ENSDARG00000012234	mir430
ENSDARG00000012468	mir430
ENSDARG00000012776	mir430
ENSDARG00000012866	mir430
ENSDARG00000012927	mir430
ENSDARG00000012987	mir430
ENSDARG00000013776	mir430
ENSDARG00000013828	mir430
ENSDARG00000013892	mir430
ENSDARG00000013928	mir430
ENSDARG00000013946	mir430
ENSDARG00000014041	mir430
ENSDARG00000014047	mir430
ENSDARG00000014324	mir430
ENSDARG00000014403	mir430
ENSDARG00000014474	mir430
ENSDARG00000014532	mir430
ENSDARG00000014582	mir430
ENSDARG00000014674	mir430
ENSDARG00000014709	mir430
ENSDARG00000014866	mir430
ENSDARG00000014914	mir430
ENSDARG00000014943	mir430
ENSDARG00000015006	mir430
ENSDARG00000015059	mir430
ENSDARG00000015088	mir430
ENSDARG00000015167	mir430
ENSDARG00000015290	mir430
ENSDARG00000015292	mir430
ENSDARG00000015557	mir430
ENSDARG00000015860	mir430
ENSDARG00000015971	mir430
ENSDARG00000016238	mir430
ENSDARG00000016255	mir430
ENSDARG00000016463	mir430
ENSDARG00000016551	mir430
ENSDARG00000016573	mir430
ENSDARG00000016745	mir430
ENSDARG00000016875	mir430
ENSDARG00000016934	mir430
ENSDARG00000017115	mir430
ENSDARG00000017190	mir430
ENSDARG00000017244	mir430
ENSDARG00000017311	mir430
ENSDARG00000017595	mir430
ENSDARG00000017864	mir430
ENSDARG00000017905	mir430
ENSDARG00000018110	mir430
ENSDARG00000018423	mir430
ENSDARG00000018426	mir430
ENSDARG00000018432	mir430
ENSDARG00000018814	mir430
ENSDARG00000019033	mir430
ENSDARG00000019233	mir430
ENSDARG00000019326	mir430
ENSDARG00000019732	mir430
ENSDARG00000019924	mir430
ENSDARG00000020084	mir430
ENSDARG00000020123	mir430
ENSDARG00000020187	mir430
ENSDARG00000020201	mir430
ENSDARG00000020235	mir430
ENSDARG00000020326	mir430
ENSDARG00000020395	mir430
ENSDARG00000020621	mir430
ENSDARG00000020693	mir430
ENSDARG00000020730	mir430
ENSDARG00000020749	mir430
ENSDARG00000020764	mir430
ENSDARG00000020872	mir430
ENSDARG00000020926	mir430
ENSDARG00000021086	mir430
ENSDARG00000021233	mir430
ENSDARG00000021805	mir430
ENSDARG00000021827	mir430
ENSDARG00000021849	mir430
ENSDARG00000021973	mir430
ENSDARG00000022254	mir430
ENSDARG00000022260	mir430
ENSDARG00000022350	mir430
ENSDARG00000022996	mir430
ENSDARG00000023724	mir430
ENSDARG00000023766	mir430
ENSDARG00000023852	mir430
ENSDARG00000023988	mir430
ENSDARG00000024324	mir430
ENSDARG00000024654	mir430
ENSDARG00000024702	mir430
ENSDARG00000024874	mir430
ENSDARG00000024877	mir430
ENSDARG00000025012	mir430
ENSDARG00000025074	mir430
ENSDARG00000025091	mir430
ENSDARG00000025218	mir430
ENSDARG00000025269	mir430
ENSDARG00000025386	mir430
ENSDARG00000025404	mir430
ENSDARG00000025500	mir430
ENSDARG00000025522	mir430
ENSDARG00000025576	mir430
ENSDARG00000025788	mir430
ENSDARG00000026048	mir430
ENSDARG00000026070	mir430
ENSDARG00000026109	mir430
ENSDARG00000026224	mir430
ENSDARG00000026225	mir430
ENSDARG00000026482	mir430
ENSDARG00000026582	mir430
ENSDARG00000026634	mir430
ENSDARG00000026655	mir430
ENSDARG00000026712	mir430
ENSDARG00000026784	mir430
ENSDARG00000027491	mir430
ENSDARG00000028056	mir430
ENSDARG00000028295	mir430
ENSDARG00000028546	mir430
ENSDARG00000028784	mir430
ENSDARG00000029133	mir430
ENSDARG00000029215	mir430
ENSDARG00000029419	mir430
ENSDARG00000029480	mir430
ENSDARG00000029587	mir430
ENSDARG00000029761	mir430
ENSDARG00000029975	mir430
ENSDARG00000030012	mir430
ENSDARG00000030441	mir430
ENSDARG00000030448	mir430
ENSDARG00000030830	mir430
ENSDARG00000030945	mir430
ENSDARG00000031116	mir430
ENSDARG00000031200	mir430
ENSDARG00000031317	mir430
ENSDARG00000031387	mir430
ENSDARG00000031560	mir430
ENSDARG00000031565	mir430
ENSDARG00000031647	mir430
ENSDARG00000031651	mir430
ENSDARG00000031761	mir430
ENSDARG00000031819	mir430
ENSDARG00000031845	mir430
ENSDARG00000031890	mir430
ENSDARG00000031915	mir430
ENSDARG00000031985	mir430
ENSDARG00000032116	mir430
ENSDARG00000032117	mir430
ENSDARG00000032157	mir430
ENSDARG00000032221	mir430
ENSDARG00000032324	mir430
ENSDARG00000032426	mir430
ENSDARG00000032458	mir430
ENSDARG00000033012	mir430
ENSDARG00000033171	mir430
ENSDARG00000033437	mir430
ENSDARG00000033566	mir430
ENSDARG00000033604	mir430
ENSDARG00000033899	mir430
ENSDARG00000033916	mir430
ENSDARG00000034080	mir430
ENSDARG00000034710	mir430
ENSDARG00000034771	mir430
ENSDARG00000034826	mir430
ENSDARG00000035084	mir430
ENSDARG00000035131	mir430
ENSDARG00000035535	mir430
ENSDARG00000035556	mir430
ENSDARG00000035564	mir430
ENSDARG00000035605	mir430
ENSDARG00000035630	mir430
ENSDARG00000035870	mir430
ENSDARG00000035872	mir430
ENSDARG00000035924	mir430
ENSDARG00000035978	mir430
ENSDARG00000035985	mir430
ENSDARG00000036005	mir430
ENSDARG00000036065	mir430
ENSDARG00000036114	mir430
ENSDARG00000036180	mir430
ENSDARG00000036212	mir430
ENSDARG00000036281	mir430
ENSDARG00000036387	mir430
ENSDARG00000036438	mir430
ENSDARG00000036571	mir430
ENSDARG00000036658	mir430
ENSDARG00000036826	mir430
ENSDARG00000037020	mir430
ENSDARG00000037057	mir430
ENSDARG00000037154	mir430
ENSDARG00000037433	mir430
ENSDARG00000037484	mir430
ENSDARG00000037559	mir430
ENSDARG00000037900	mir430
ENSDARG00000037935	mir430
ENSDARG00000038442	mir430
ENSDARG00000038537	mir430
ENSDARG00000038563	mir430
ENSDARG00000038618	mir430
ENSDARG00000038664	mir430
ENSDARG00000038780	mir430
ENSDARG00000038787	mir430
ENSDARG00000038801	mir430
ENSDARG00000038991	mir430
ENSDARG00000039125	mir430
ENSDARG00000039134	mir430
ENSDARG00000039150	mir430
ENSDARG00000039241	mir430
ENSDARG00000039374	mir430
ENSDARG00000039392	mir430
ENSDARG00000039681	mir430
ENSDARG00000039974	mir430
ENSDARG00000039997	mir430
ENSDARG00000040266	mir430
ENSDARG00000040344	mir430
ENSDARG00000040532	mir430
ENSDARG00000040644	mir430
ENSDARG00000040732	mir430
ENSDARG00000040856	mir430
ENSDARG00000040884	mir430
ENSDARG00000040890	mir430
ENSDARG00000041068	mir430
ENSDARG00000041217	mir430
ENSDARG00000041839	mir430
ENSDARG00000041896	mir430
ENSDARG00000042496	mir430
ENSDARG00000042533	mir430
ENSDARG00000042571	mir430
ENSDARG00000042615	mir430
ENSDARG00000042729	mir430
ENSDARG00000042853	mir430
ENSDARG00000042894	mir430
ENSDARG00000042927	mir430
ENSDARG00000043021	mir430
ENSDARG00000043077	mir430
ENSDARG00000043081	mir430
ENSDARG00000043177	mir430
ENSDARG00000043185	mir430
ENSDARG00000043236	mir430
ENSDARG00000043276	mir430
ENSDARG00000043502	mir430
ENSDARG00000043555	mir430
ENSDARG00000043812	mir430
ENSDARG00000043848	mir430
ENSDARG00000044016	mir430
ENSDARG00000044144	mir430
ENSDARG00000044253	mir430
ENSDARG00000044298	mir430
ENSDARG00000044329	mir430
ENSDARG00000044362	mir430
ENSDARG00000044980	mir430
ENSDARG00000045051	mir430
ENSDARG00000045199	mir430
ENSDARG00000045289	mir430
ENSDARG00000045297	mir430
ENSDARG00000045298	mir430
ENSDARG00000045305	mir430
ENSDARG00000045598	mir430
ENSDARG00000045666	mir430
ENSDARG00000045888	mir430
ENSDARG00000045946	mir430
ENSDARG00000046143	mir430
ENSDARG00000051768	mir430
ENSDARG00000051816	mir430
ENSDARG00000051888	mir430
ENSDARG00000052419	mir430
ENSDARG00000052423	mir430
ENSDARG00000052680	mir430
ENSDARG00000053113	mir430
ENSDARG00000053447	mir430
ENSDARG00000053535	mir430
ENSDARG00000053558	mir430
ENSDARG00000054320	mir430
ENSDARG00000054539	mir430
ENSDARG00000054799	mir430
ENSDARG00000055092	mir430
ENSDARG00000055250	mir430
ENSDARG00000055433	mir430
ENSDARG00000055620	mir430
ENSDARG00000055737	mir430
ENSDARG00000055857	mir430
ENSDARG00000056089	mir430
ENSDARG00000056218	mir430
ENSDARG00000056307	mir430
ENSDARG00000056481	mir430
ENSDARG00000056532	mir430
ENSDARG00000056550	mir430
ENSDARG00000056689	mir430
ENSDARG00000056924	mir430
ENSDARG00000057006	mir430
ENSDARG00000057128	mir430
ENSDARG00000057147	mir430
ENSDARG00000057249	mir430
ENSDARG00000057272	mir430
ENSDARG00000057432	mir430
ENSDARG00000057454	mir430
ENSDARG00000057513	mir430
ENSDARG00000057688	mir430
ENSDARG00000057867	mir430
ENSDARG00000057939	mir430
ENSDARG00000058044	mir430
ENSDARG00000058352	mir430
ENSDARG00000058452	mir430
ENSDARG00000058719	mir430
ENSDARG00000058939	mir430
ENSDARG00000059035	mir430
ENSDARG00000059037	mir430
ENSDARG00000059212	mir430
ENSDARG00000059354	mir430
ENSDARG00000059386	mir430
ENSDARG00000059460	mir430
ENSDARG00000059571	mir430
ENSDARG00000059587	mir430
ENSDARG00000059630	mir430
ENSDARG00000059707	mir430
ENSDARG00000059752	mir430
ENSDARG00000059812	mir430
ENSDARG00000059886	mir430
ENSDARG00000059888	mir430
ENSDARG00000059917	mir430
ENSDARG00000060089	mir430
ENSDARG00000060113	mir430
ENSDARG00000060177	mir430
ENSDARG00000060249	mir430
ENSDARG00000060297	mir430
ENSDARG00000060306	mir430
ENSDARG00000060312	mir430
ENSDARG00000060390	mir430
ENSDARG00000060392	mir430
ENSDARG00000060469	mir430
ENSDARG00000060494	mir430
ENSDARG00000060537	mir430
ENSDARG00000060575	mir430
ENSDARG00000060586	mir430
ENSDARG00000060594	mir430
ENSDARG00000060596	mir430
ENSDARG00000060723	mir430
ENSDARG00000060729	mir430
ENSDARG00000060754	mir430
ENSDARG00000060805	mir430
ENSDARG00000060835	mir430
ENSDARG00000060868	mir430
ENSDARG00000060917	mir430
ENSDARG00000061114	mir430
ENSDARG00000061214	mir430
ENSDARG00000061226	mir430
ENSDARG00000061268	mir430
ENSDARG00000061525	mir430
ENSDARG00000061573	mir430
ENSDARG00000061579	mir430
ENSDARG00000061587	mir430
ENSDARG00000061660	mir430
ENSDARG00000061682	mir430
ENSDARG00000061719	mir430
ENSDARG00000061741	mir430
ENSDARG00000061757	mir430
ENSDARG00000061789	mir430
ENSDARG00000061901	mir430
ENSDARG00000061908	mir430
ENSDARG00000062058	mir430
ENSDARG00000062060	mir430
ENSDARG00000062081	mir430
ENSDARG00000062114	mir430
ENSDARG00000062187	mir430
ENSDARG00000062190	mir430
ENSDARG00000062198	mir430
ENSDARG00000062237	mir430
ENSDARG00000062272	mir430
ENSDARG00000062515	mir430
ENSDARG00000062532	mir430
ENSDARG00000062577	mir430
ENSDARG00000062601	mir430
ENSDARG00000062650	mir430
ENSDARG00000062897	mir430
ENSDARG00000062986	mir430
ENSDARG00000063079	mir430
ENSDARG00000063247	mir430
ENSDARG00000063352	mir430
ENSDARG00000063509	mir430
ENSDARG00000063573	mir430
ENSDARG00000063577	mir430
ENSDARG00000067569	mir430
ENSDARG00000067741	mir430
ENSDARG00000067920	mir430
ENSDARG00000067950	mir430
ENSDARG00000068096	mir430
ENSDARG00000068157	mir430
ENSDARG00000068246	mir430
ENSDARG00000068575	mir430
ENSDARG00000068601	mir430
ENSDARG00000068759	mir430
ENSDARG00000068868	mir430
ENSDARG00000068981	mir430
ENSDARG00000069065	mir430
ENSDARG00000069066	mir430
ENSDARG00000069150	mir430
ENSDARG00000069175	mir430
ENSDARG00000069419	mir430
ENSDARG00000069485	mir430
ENSDARG00000069489	mir430
ENSDARG00000069654	mir430
ENSDARG00000069937	mir430
ENSDARG00000069968	mir430
ENSDARG00000070028	mir430
ENSDARG00000070052	mir430
ENSDARG00000070055	mir430
ENSDARG00000070097	mir430
ENSDARG00000070124	mir430
ENSDARG00000070231	mir430
ENSDARG00000070386	mir430
ENSDARG00000070416	mir430
ENSDARG00000070433	mir430
ENSDARG00000070604	mir430
ENSDARG00000070801	mir430
ENSDARG00000070805	mir430
ENSDARG00000070870	mir430
ENSDARG00000071009	mir430
ENSDARG00000071013	mir430
ENSDARG00000071031	mir430
ENSDARG00000071219	mir430
ENSDARG00000071393	mir430
ENSDARG00000071449	mir430
ENSDARG00000071562	mir430
ENSDARG00000071683	mir430
ENSDARG00000071724	mir430
ENSDARG00000073761	mir430
ENSDARG00000073892	mir430
ENSDARG00000073975	mir430
ENSDARG00000074020	mir430
ENSDARG00000074100	mir430
ENSDARG00000074169	mir430
ENSDARG00000074225	mir430
ENSDARG00000074331	mir430
ENSDARG00000074465	mir430
ENSDARG00000074675	mir430
ENSDARG00000074791	mir430
ENSDARG00000074843	mir430
ENSDARG00000074858	mir430
ENSDARG00000074899	mir430
ENSDARG00000075072	mir430
ENSDARG00000075158	mir430
ENSDARG00000075198	mir430
ENSDARG00000075205	mir430
ENSDARG00000075281	mir430
ENSDARG00000075314	mir430
ENSDARG00000075331	mir430
ENSDARG00000075333	mir430
ENSDARG00000075349	mir430
ENSDARG00000075400	mir430
ENSDARG00000075421	mir430
ENSDARG00000075446	mir430
ENSDARG00000075504	mir430
ENSDARG00000075536	mir430
ENSDARG00000075556	mir430
ENSDARG00000075571	mir430
ENSDARG00000076229	mir430
ENSDARG00000076590	mir430
ENSDARG00000076592	mir430
ENSDARG00000076801	mir430
ENSDARG00000076811	mir430
ENSDARG00000076829	mir430
ENSDARG00000076888	mir430
ENSDARG00000077437	mir430
ENSDARG00000077477	mir430
ENSDARG00000077810	mir430
ENSDARG00000078044	mir430
ENSDARG00000078092	mir430
ENSDARG00000078127	mir430
ENSDARG00000078185	mir430
ENSDARG00000078311	mir430
ENSDARG00000078381	mir430
ENSDARG00000078391	mir430
ENSDARG00000078585	mir430
ENSDARG00000078618	mir430
ENSDARG00000078722	mir430
ENSDARG00000078778	mir430
ENSDARG00000078815	mir430
ENSDARG00000078850	mir430
ENSDARG00000078872	mir430
ENSDARG00000078888	mir430
ENSDARG00000078891	mir430
ENSDARG00000079220	mir430
ENSDARG00000079225	mir430
ENSDARG00000079241	mir430
ENSDARG00000079326	mir430
ENSDARG00000079578	mir430
ENSDARG00000079624	mir430
ENSDARG00000079625	mir430
ENSDARG00000079701	mir430
ENSDARG00000079752	mir430
ENSDARG00000079788	mir430
ENSDARG00000079891	mir430
ENSDARG00000079900	mir430
ENSDARG00000079916	mir430
ENSDARG00000079957	mir430
ENSDARG00000083189	mir430
ENSDARG00000086112	mir430
ENSDARG00000086230	mir430
ENSDARG00000086457	mir430
ENSDARG00000086514	mir430
ENSDARG00000086821	mir430
ENSDARG00000086823	mir430
ENSDARG00000086927	mir430
ENSDARG00000087402	mir430
ENSDARG00000087647	mir430
ENSDARG00000087742	mir430
ENSDARG00000087850	mir430
ENSDARG00000088180	mir430
ENSDARG00000088357	mir430
ENSDARG00000088699	mir430
ENSDARG00000088880	mir430
ENSDARG00000089062	mir430
ENSDARG00000090442	mir430
ENSDARG00000090552	mir430
ENSDARG00000090716	mir430
ENSDARG00000090806	mir430
ENSDARG00000091351	mir430
ENSDARG00000091699	mir430
ENSDARG00000091813	mir430
ENSDARG00000092158	mir430
ENSDARG00000092644	mir430
ENSDARG00000093658	mir430
ENSDARG00000094896	mir430
ENSDARG00000095180	mir430
ENSDARG00000095732	mir430
ENSDARG00000096095	mir430
ENSDARG00000096428	mir430
ENSDARG00000096454	mir430
ENSDARG00000097351	mir430
ENSDARG00000000019	zygotic
ENSDARG00000000151	zygotic
ENSDARG00000000442	zygotic
ENSDARG00000000476	zygotic
ENSDARG00000000529	zygotic
ENSDARG00000000542	zygotic
ENSDARG00000000568	zygotic
ENSDARG00000000730	zygotic
ENSDARG00000000796	zygotic
ENSDARG00000000837	zygotic
ENSDARG00000000853	zygotic
ENSDARG00000000935	zygotic
ENSDARG00000001442	zygotic
ENSDARG00000001470	zygotic
ENSDARG00000001557	zygotic
ENSDARG00000001621	zygotic
ENSDARG00000001637	zygotic
ENSDARG00000001710	zygotic
ENSDARG00000001734	zygotic
ENSDARG00000001880	zygotic
ENSDARG00000001940	zygotic
ENSDARG00000001968	zygotic
ENSDARG00000002002	zygotic
ENSDARG00000002020	zygotic
ENSDARG00000002037	zygotic
ENSDARG00000002148	zygotic
ENSDARG00000002167	zygotic
ENSDARG00000002174	zygotic
ENSDARG00000002184	zygotic
ENSDARG00000002231	zygotic
ENSDARG00000002249	zygotic
ENSDARG00000002330	zygotic
ENSDARG00000002333	zygotic
ENSDARG00000002385	zygotic
ENSDARG00000002406	zygotic
ENSDARG00000002463	zygotic
ENSDARG00000002467	zygotic
ENSDARG00000002494	zygotic
ENSDARG00000002546	zygotic
ENSDARG00000002549	zygotic
ENSDARG00000002571	zygotic
ENSDARG00000002597	zygotic
ENSDARG00000002663	zygotic
ENSDARG00000002682	zygotic
ENSDARG00000002830	zygotic
ENSDARG00000002840	zygotic
ENSDARG00000002847	zygotic
ENSDARG00000002880	zygotic
ENSDARG00000002898	zygotic
ENSDARG00000002933	zygotic
ENSDARG00000002947	zygotic
ENSDARG00000002967	zygotic
ENSDARG00000002994	zygotic
ENSDARG00000003027	zygotic
ENSDARG00000003041	zygotic
ENSDARG00000003069	zygotic
ENSDARG00000003084	zygotic
ENSDARG00000003142	zygotic
ENSDARG00000003175	zygotic
ENSDARG00000003197	zygotic
ENSDARG00000003206	zygotic
ENSDARG00000003217	zygotic
ENSDARG00000003229	zygotic
ENSDARG00000003251	zygotic
ENSDARG00000003269	zygotic
ENSDARG00000003320	zygotic
ENSDARG00000003328	zygotic
ENSDARG00000003381	zygotic
ENSDARG00000003383	zygotic
ENSDARG00000003391	zygotic
ENSDARG00000003398	zygotic
ENSDARG00000003403	zygotic
ENSDARG00000003449	zygotic
ENSDARG00000003462	zygotic
ENSDARG00000003495	zygotic
ENSDARG00000003544	zygotic
ENSDARG00000003570	zygotic
ENSDARG00000003573	zygotic
ENSDARG00000003642	zygotic
ENSDARG00000003680	zygotic
ENSDARG00000003699	zygotic
ENSDARG00000003751	zygotic
ENSDARG00000003754	zygotic
ENSDARG00000003811	zygotic
ENSDARG00000003829	zygotic
ENSDARG00000003836	zygotic
ENSDARG00000003845	zygotic
ENSDARG00000003869	zygotic
ENSDARG00000003872	zygotic
ENSDARG00000003968	zygotic
ENSDARG00000003973	zygotic
ENSDARG00000004046	zygotic
ENSDARG00000004078	zygotic
ENSDARG00000004115	zygotic
ENSDARG00000004131	zygotic
ENSDARG00000004151	zygotic
ENSDARG00000004184	zygotic
ENSDARG00000004305	zygotic
ENSDARG00000004306	zygotic
ENSDARG00000004311	zygotic
ENSDARG00000004325	zygotic
ENSDARG00000004377	zygotic
ENSDARG00000004396	zygotic
ENSDARG00000004460	zygotic
ENSDARG00000004492	zygotic
ENSDARG00000004502	zygotic
ENSDARG00000004529	zygotic
ENSDARG00000004537	zygotic
ENSDARG00000004581	zygotic
ENSDARG00000004632	zygotic
ENSDARG00000004665	zygotic
ENSDARG00000004672	zygotic
ENSDARG00000004680	zygotic
ENSDARG00000004696	zygotic
ENSDARG00000004721	zygotic
ENSDARG00000004789	zygotic
ENSDARG00000004794	zygotic
ENSDARG00000004796	zygotic
ENSDARG00000004823	zygotic
ENSDARG00000004836	zygotic
ENSDARG00000004851	zygotic
ENSDARG00000004866	zygotic
ENSDARG00000004877	zygotic
ENSDARG00000004896	zygotic
ENSDARG00000004904	zygotic
ENSDARG00000004909	zygotic
ENSDARG00000004979	zygotic
ENSDARG00000005015	zygotic
ENSDARG00000005033	zygotic
ENSDARG00000005034	zygotic
ENSDARG00000005078	zygotic
ENSDARG00000005108	zygotic
ENSDARG00000005115	zygotic
ENSDARG00000005121	zygotic
ENSDARG00000005126	zygotic
ENSDARG00000005154	zygotic
ENSDARG00000005163	zygotic
ENSDARG00000005218	zygotic
ENSDARG00000005271	zygotic
ENSDARG00000005356	zygotic
ENSDARG00000005372	zygotic
ENSDARG00000005416	zygotic
ENSDARG00000005462	zygotic
ENSDARG00000005479	zygotic
ENSDARG00000005482	zygotic
ENSDARG00000005547	zygotic
ENSDARG00000005612	zygotic
ENSDARG00000005625	zygotic
ENSDARG00000005628	zygotic
ENSDARG00000005642	zygotic
ENSDARG00000005651	zygotic
ENSDARG00000005652	zygotic
ENSDARG00000005679	zygotic
ENSDARG00000005738	zygotic
ENSDARG00000005783	zygotic
ENSDARG00000005786	zygotic
ENSDARG00000005789	zygotic
ENSDARG00000005834	zygotic
ENSDARG00000005840	zygotic
ENSDARG00000005924	zygotic
ENSDARG00000005943	zygotic
ENSDARG00000005948	zygotic
ENSDARG00000005980	zygotic
ENSDARG00000006010	zygotic
ENSDARG00000006025	zygotic
ENSDARG00000006031	zygotic
ENSDARG00000006044	zygotic
ENSDARG00000006074	zygotic
ENSDARG00000006094	zygotic
ENSDARG00000006112	zygotic
ENSDARG00000006128	zygotic
ENSDARG00000006181	zygotic
ENSDARG00000006207	zygotic
ENSDARG00000006240	zygotic
ENSDARG00000006257	zygotic
ENSDARG00000006272	zygotic
ENSDARG00000006279	zygotic
ENSDARG00000006288	zygotic
ENSDARG00000006301	zygotic
ENSDARG00000006331	zygotic
ENSDARG00000006385	zygotic
ENSDARG00000006420	zygotic
ENSDARG00000006494	zygotic
ENSDARG00000006518	zygotic
ENSDARG00000006545	zygotic
ENSDARG00000006585	zygotic
ENSDARG00000006604	zygotic
ENSDARG00000006621	zygotic
ENSDARG00000006639	zygotic
ENSDARG00000006672	zygotic
ENSDARG00000006712	zygotic
ENSDARG00000006719	zygotic
ENSDARG00000006754	zygotic
ENSDARG00000006775	zygotic
ENSDARG00000006786	zygotic
ENSDARG00000006797	zygotic
ENSDARG00000006812	zygotic
ENSDARG00000006849	zygotic
ENSDARG00000006869	zygotic
ENSDARG00000006877	zygotic
ENSDARG00000006889	zygotic
ENSDARG00000006899	zygotic
ENSDARG00000006915	zygotic
