Gene_ID	Group
ENSDARG00000088281	zygotic
ENSDARG00000088305	zygotic
ENSDARG00000088307	zygotic
ENSDARG00000088342	zygotic
ENSDARG00000088356	zygotic
ENSDARG00000088391	zygotic
ENSDARG00000088396	zygotic
ENSDARG00000088406	zygotic
ENSDARG00000088407	zygotic
ENSDARG00000088414	zygotic
ENSDARG00000088454	zygotic
ENSDARG00000088463	zygotic
ENSDARG00000088505	zygotic
ENSDARG00000088515	zygotic
ENSDARG00000088532	zygotic
ENSDARG00000088560	zygotic
ENSDARG00000088590	zygotic
ENSDARG00000088663	zygotic
ENSDARG00000088672	zygotic
ENSDARG00000088730	zygotic
ENSDARG00000088750	zygotic
ENSDARG00000088768	zygotic
ENSDARG00000088807	zygotic
ENSDARG00000088890	zygotic
ENSDARG00000088899	zygotic
ENSDARG00000088905	zygotic
ENSDARG00000088925	zygotic
ENSDARG00000088956	zygotic
ENSDARG00000088959	zygotic
ENSDARG00000088981	zygotic
ENSDARG00000088984	zygotic
ENSDARG00000088999	zygotic
ENSDARG00000089024	zygotic
ENSDARG00000089033	zygotic
ENSDARG00000089075	zygotic
ENSDARG00000089076	zygotic
ENSDARG00000089127	zygotic
ENSDARG00000089139	zygotic
ENSDARG00000089168	zygotic
ENSDARG00000089181	zygotic
ENSDARG00000089190	zygotic
ENSDARG00000089204	zygotic
ENSDARG00000089227	zygotic
ENSDARG00000089229	zygotic
ENSDARG00000089232	zygotic
ENSDARG00000089236	zygotic
ENSDARG00000089270	zygotic
ENSDARG00000089352	zygotic
ENSDARG00000089357	zygotic
ENSDARG00000089368	zygotic
ENSDARG00000089390	zygotic
ENSDARG00000089453	zygotic
ENSDARG00000089515	zygotic
ENSDARG00000089517	zygotic
ENSDARG00000089564	zygotic
ENSDARG00000089567	zygotic
ENSDARG00000089581	zygotic
ENSDARG00000089638	zygotic
ENSDARG00000089644	zygotic
ENSDARG00000089665	zygotic
ENSDARG00000089693	zygotic
ENSDARG00000089696	zygotic
ENSDARG00000089720	zygotic
ENSDARG00000089769	zygotic
ENSDARG00000089780	zygotic
ENSDARG00000089785	zygotic
ENSDARG00000089799	zygotic
ENSDARG00000089802	zygotic
ENSDARG00000089828	zygotic
ENSDARG00000089833	zygotic
ENSDARG00000089856	zygotic
ENSDARG00000089858	zygotic
ENSDARG00000089860	zygotic
ENSDARG00000089862	zygotic
ENSDARG00000089877	zygotic
ENSDARG00000089893	zygotic
ENSDARG00000089908	zygotic
ENSDARG00000089913	zygotic
ENSDARG00000089914	zygotic
ENSDARG00000089922	zygotic
ENSDARG00000089925	zygotic
ENSDARG00000089928	zygotic
ENSDARG00000089930	zygotic
ENSDARG00000089946	zygotic
ENSDARG00000089987	zygotic
ENSDARG00000089988	zygotic
ENSDARG00000090013	zygotic
ENSDARG00000090139	zygotic
ENSDARG00000090153	zygotic
ENSDARG00000090174	zygotic
ENSDARG00000090180	zygotic
ENSDARG00000090183	zygotic
ENSDARG00000090203	zygotic
ENSDARG00000090204	zygotic
ENSDARG00000090213	zygotic
ENSDARG00000090232	zygotic
ENSDARG00000090243	zygotic
ENSDARG00000090346	zygotic
ENSDARG00000090402	zygotic
ENSDARG00000090408	zygotic
ENSDARG00000090418	zygotic
ENSDARG00000090478	zygotic
ENSDARG00000090495	zygotic
ENSDARG00000090506	zygotic
ENSDARG00000090512	zygotic
ENSDARG00000090544	zygotic
ENSDARG00000090561	zygotic
ENSDARG00000090571	zygotic
ENSDARG00000090598	zygotic
ENSDARG00000090617	zygotic
ENSDARG00000090648	zygotic
ENSDARG00000090650	zygotic
ENSDARG00000090654	zygotic
ENSDARG00000090667	zygotic
ENSDARG00000090675	zygotic
ENSDARG00000090679	zygotic
ENSDARG00000090687	zygotic
ENSDARG00000090721	zygotic
ENSDARG00000090751	zygotic
ENSDARG00000090770	zygotic
ENSDARG00000090785	zygotic
ENSDARG00000090804	zygotic
ENSDARG00000090807	zygotic
ENSDARG00000090821	zygotic
ENSDARG00000090822	zygotic
ENSDARG00000090830	zygotic
ENSDARG00000090841	zygotic
ENSDARG00000090861	zygotic
ENSDARG00000090912	zygotic
ENSDARG00000090913	zygotic
ENSDARG00000090914	zygotic
ENSDARG00000090920	zygotic
ENSDARG00000090933	zygotic
ENSDARG00000090955	zygotic
ENSDARG00000090971	zygotic
ENSDARG00000090986	zygotic
ENSDARG00000091088	zygotic
ENSDARG00000091090	zygotic
ENSDARG00000091131	zygotic
ENSDARG00000091238	zygotic
ENSDARG00000091245	zygotic
ENSDARG00000091326	zygotic
ENSDARG00000091342	zygotic
ENSDARG00000091418	zygotic
ENSDARG00000091442	zygotic
ENSDARG00000091498	zygotic
ENSDARG00000091506	zygotic
ENSDARG00000091521	zygotic
ENSDARG00000091534	zygotic
ENSDARG00000091538	zygotic
ENSDARG00000091541	zygotic
ENSDARG00000091602	zygotic
ENSDARG00000091642	zygotic
ENSDARG00000091652	zygotic
ENSDARG00000091662	zygotic
ENSDARG00000091678	zygotic
ENSDARG00000091717	zygotic
ENSDARG00000091729	zygotic
ENSDARG00000091760	zygotic
ENSDARG00000091766	zygotic
ENSDARG00000091818	zygotic
ENSDARG00000091821	zygotic
ENSDARG00000091848	zygotic
ENSDARG00000091851	zygotic
ENSDARG00000091872	zygotic
ENSDARG00000091900	zygotic
ENSDARG00000091931	zygotic
ENSDARG00000091947	zygotic
ENSDARG00000091950	zygotic
ENSDARG00000091962	zygotic
ENSDARG00000092026	zygotic
ENSDARG00000092123	zygotic
ENSDARG00000092154	zygotic
ENSDARG00000092169	zygotic
ENSDARG00000092310	zygotic
ENSDARG00000092332	zygotic
ENSDARG00000092347	zygotic
ENSDARG00000092463	zygotic
ENSDARG00000092464	zygotic
ENSDARG00000092473	zygotic
ENSDARG00000092498	zygotic
ENSDARG00000092503	zygotic
ENSDARG00000092541	zygotic
ENSDARG00000092610	zygotic
ENSDARG00000092671	zygotic
ENSDARG00000092718	zygotic
ENSDARG00000092762	zygotic
ENSDARG00000092766	zygotic
ENSDARG00000092799	zygotic
ENSDARG00000092856	zygotic
ENSDARG00000092882	zygotic
ENSDARG00000092919	zygotic
ENSDARG00000092987	zygotic
ENSDARG00000093007	zygotic
ENSDARG00000093049	zygotic
ENSDARG00000093093	zygotic
ENSDARG00000093182	zygotic
ENSDARG00000093192	zygotic
ENSDARG00000093240	zygotic
ENSDARG00000093255	zygotic
ENSDARG00000093353	zygotic
ENSDARG00000093389	zygotic
ENSDARG00000093405	zygotic
ENSDARG00000093420	zygotic
ENSDARG00000093423	zygotic
ENSDARG00000093469	zygotic
ENSDARG00000093515	zygotic
ENSDARG00000093570	zygotic
ENSDARG00000093704	zygotic
ENSDARG00000093833	zygotic
ENSDARG00000093841	zygotic
ENSDARG00000093937	zygotic
ENSDARG00000094018	zygotic
ENSDARG00000094161	zygotic
ENSDARG00000094181	zygotic
ENSDARG00000094279	zygotic
ENSDARG00000094353	zygotic
ENSDARG00000094380	zygotic
ENSDARG00000094402	zygotic
ENSDARG00000094441	zygotic
ENSDARG00000094478	zygotic
ENSDARG00000094504	zygotic
ENSDARG00000094587	zygotic
ENSDARG00000094602	zygotic
ENSDARG00000094625	zygotic
ENSDARG00000094780	zygotic
ENSDARG00000094799	zygotic
ENSDARG00000094800	zygotic
ENSDARG00000094874	zygotic
ENSDARG00000094899	zygotic
ENSDARG00000094911	zygotic
ENSDARG00000095034	zygotic
ENSDARG00000095046	zygotic
ENSDARG00000095047	zygotic
ENSDARG00000095079	zygotic
ENSDARG00000095086	zygotic
ENSDARG00000095224	zygotic
ENSDARG00000095281	zygotic
ENSDARG00000095288	zygotic
ENSDARG00000095295	zygotic
ENSDARG00000095300	zygotic
ENSDARG00000095415	zygotic
ENSDARG00000095463	zygotic
ENSDARG00000095512	zygotic
ENSDARG00000095515	zygotic
ENSDARG00000095603	zygotic
ENSDARG00000095640	zygotic
ENSDARG00000095741	zygotic
ENSDARG00000095750	zygotic
ENSDARG00000095817	zygotic
ENSDARG00000095874	zygotic
ENSDARG00000095890	zygotic
ENSDARG00000095912	zygotic
ENSDARG00000095925	zygotic
ENSDARG00000095983	zygotic
ENSDARG00000096229	zygotic
ENSDARG00000096302	zygotic
ENSDARG00000096307	zygotic
ENSDARG00000096365	zygotic
ENSDARG00000096415	zygotic
ENSDARG00000096566	zygotic
ENSDARG00000096601	zygotic
ENSDARG00000096611	zygotic
ENSDARG00000096711	zygotic
ENSDARG00000096725	zygotic
ENSDARG00000096912	zygotic
ENSDARG00000096961	zygotic
ENSDARG00000096963	zygotic
ENSDARG00000096971	zygotic
ENSDARG00000097017	zygotic
ENSDARG00000097212	zygotic
ENSDARG00000097236	zygotic
ENSDARG00000097583	zygotic
ENSDARG00000097612	zygotic
ENSDARG00000097692	zygotic
ENSDARG00000097708	zygotic
ENSDARG00000097772	zygotic
ENSDARG00000097897	zygotic
ENSDARG00000097902	zygotic
ENSDARG00000000018	rest
ENSDARG00000000068	rest
ENSDARG00000000086	rest
ENSDARG00000000103	rest
ENSDARG00000000142	rest
ENSDARG00000000175	rest
ENSDARG00000000229	rest
ENSDARG00000000241	rest
ENSDARG00000000370	rest
ENSDARG00000000380	rest
ENSDARG00000000394	rest
ENSDARG00000000472	rest
ENSDARG00000000489	rest
ENSDARG00000000551	rest
ENSDARG00000000563	rest
ENSDARG00000000567	rest
ENSDARG00000000651	rest
ENSDARG00000000656	rest
ENSDARG00000000666	rest
ENSDARG00000000690	rest
ENSDARG00000000779	rest
ENSDARG00000000830	rest
ENSDARG00000000861	rest
ENSDARG00000000887	rest
ENSDARG00000001014	rest
ENSDARG00000001015	rest
ENSDARG00000001057	rest
ENSDARG00000001162	rest
ENSDARG00000001210	rest
ENSDARG00000001220	rest
ENSDARG00000001241	rest
ENSDARG00000001244	rest
ENSDARG00000001259	rest
ENSDARG00000001285	rest
ENSDARG00000001313	rest
ENSDARG00000001431	rest
ENSDARG00000001549	rest
ENSDARG00000001558	rest
ENSDARG00000001559	rest
ENSDARG00000001578	rest
ENSDARG00000001676	rest
ENSDARG00000001686	rest
ENSDARG00000001721	rest
ENSDARG00000001729	rest
ENSDARG00000001754	rest
ENSDARG00000001776	rest
ENSDARG00000001777	rest
ENSDARG00000001781	rest
ENSDARG00000001788	rest
ENSDARG00000001807	rest
ENSDARG00000001818	rest
ENSDARG00000001825	rest
ENSDARG00000001829	rest
ENSDARG00000001835	rest
ENSDARG00000001870	rest
ENSDARG00000001873	rest
ENSDARG00000001879	rest
ENSDARG00000001888	rest
ENSDARG00000001897	rest
ENSDARG00000001910	rest
ENSDARG00000001939	rest
ENSDARG00000001953	rest
ENSDARG00000001999	rest
ENSDARG00000002006	rest
ENSDARG00000002021	rest
ENSDARG00000002031	rest
ENSDARG00000002046	rest
ENSDARG00000002071	rest
ENSDARG00000002082	rest
ENSDARG00000002128	rest
ENSDARG00000002131	rest
ENSDARG00000002165	rest
ENSDARG00000002168	rest
ENSDARG00000002190	rest
ENSDARG00000002197	rest
ENSDARG00000002210	rest
ENSDARG00000002213	rest
ENSDARG00000002215	rest
ENSDARG00000002217	rest
ENSDARG00000002220	rest
ENSDARG00000002235	rest
ENSDARG00000002240	rest
ENSDARG00000002255	rest
ENSDARG00000002264	rest
ENSDARG00000002267	rest
ENSDARG00000002271	rest
ENSDARG00000002293	rest
ENSDARG00000002332	rest
ENSDARG00000002339	rest
ENSDARG00000002344	rest
ENSDARG00000002355	rest
ENSDARG00000002362	rest
ENSDARG00000002369	rest
ENSDARG00000002400	rest
ENSDARG00000002401	rest
ENSDARG00000002402	rest
ENSDARG00000002403	rest
ENSDARG00000002405	rest
ENSDARG00000002412	rest
ENSDARG00000002414	rest
ENSDARG00000002479	rest
ENSDARG00000002487	rest
ENSDARG00000002498	rest
ENSDARG00000002506	rest
ENSDARG00000002509	rest
ENSDARG00000002523	rest
ENSDARG00000002536	rest
ENSDARG00000002538	rest
ENSDARG00000002564	rest
ENSDARG00000002582	rest
ENSDARG00000002587	rest
ENSDARG00000002589	rest
ENSDARG00000002609	rest
ENSDARG00000002614	rest
ENSDARG00000002632	rest
ENSDARG00000002634	rest
ENSDARG00000002642	rest
ENSDARG00000002656	rest
ENSDARG00000002659	rest
ENSDARG00000002666	rest
ENSDARG00000002690	rest
ENSDARG00000002696	rest
ENSDARG00000002702	rest
ENSDARG00000002710	rest
ENSDARG00000002720	rest
ENSDARG00000002731	rest
ENSDARG00000002745	rest
ENSDARG00000002750	rest
ENSDARG00000002754	rest
ENSDARG00000002758	rest
ENSDARG00000002771	rest
ENSDARG00000002776	rest
ENSDARG00000002779	rest
ENSDARG00000002790	rest
ENSDARG00000002791	rest
ENSDARG00000002831	rest
ENSDARG00000002872	rest
ENSDARG00000002894	rest
ENSDARG00000002916	rest
ENSDARG00000002937	rest
ENSDARG00000002945	rest
ENSDARG00000002952	rest
ENSDARG00000002970	rest
ENSDARG00000002971	rest
ENSDARG00000002981	rest
ENSDARG00000003016	rest
ENSDARG00000003022	rest
ENSDARG00000003032	rest
ENSDARG00000003035	rest
ENSDARG00000003051	rest
ENSDARG00000003058	rest
ENSDARG00000003061	rest
ENSDARG00000003068	rest
ENSDARG00000003098	rest
ENSDARG00000003102	rest
ENSDARG00000003109	rest
ENSDARG00000003127	rest
ENSDARG00000003132	rest
ENSDARG00000003144	rest
ENSDARG00000003151	rest
ENSDARG00000003153	rest
ENSDARG00000003157	rest
ENSDARG00000003167	rest
ENSDARG00000003169	rest
ENSDARG00000003189	rest
ENSDARG00000003200	rest
ENSDARG00000003205	rest
ENSDARG00000003207	rest
ENSDARG00000003208	rest
ENSDARG00000003213	rest
ENSDARG00000003219	rest
ENSDARG00000003235	rest
ENSDARG00000003257	rest
ENSDARG00000003281	rest
ENSDARG00000003287	rest
ENSDARG00000003307	rest
ENSDARG00000003308	rest
ENSDARG00000003311	rest
ENSDARG00000003323	rest
ENSDARG00000003373	rest
ENSDARG00000003375	rest
ENSDARG00000003380	rest
ENSDARG00000003382	rest
ENSDARG00000003384	rest
ENSDARG00000003397	rest
ENSDARG00000003429	rest
ENSDARG00000003444	rest
ENSDARG00000003486	rest
ENSDARG00000003487	rest
ENSDARG00000003511	rest
ENSDARG00000003512	rest
ENSDARG00000003513	rest
ENSDARG00000003517	rest
ENSDARG00000003519	rest
ENSDARG00000003526	rest
ENSDARG00000003527	rest
ENSDARG00000003531	rest
ENSDARG00000003546	rest
ENSDARG00000003564	rest
ENSDARG00000003592	rest
ENSDARG00000003599	rest
ENSDARG00000003607	rest
ENSDARG00000003616	rest
ENSDARG00000003641	rest
ENSDARG00000003655	rest
ENSDARG00000003675	rest
ENSDARG00000003681	rest
ENSDARG00000003693	rest
ENSDARG00000003695	rest
ENSDARG00000003706	rest
ENSDARG00000003749	rest
ENSDARG00000003750	rest
ENSDARG00000003779	rest
ENSDARG00000003789	rest
ENSDARG00000003795	rest
ENSDARG00000003808	rest
ENSDARG00000003813	rest
ENSDARG00000003818	rest
ENSDARG00000003822	rest
ENSDARG00000003835	rest
ENSDARG00000003841	rest
ENSDARG00000003846	rest
ENSDARG00000003854	rest
ENSDARG00000003860	rest
ENSDARG00000003865	rest
ENSDARG00000003866	rest
ENSDARG00000003867	rest
ENSDARG00000003882	rest
ENSDARG00000003899	rest
ENSDARG00000003900	rest
ENSDARG00000003920	rest
ENSDARG00000003931	rest
ENSDARG00000003938	rest
ENSDARG00000003940	rest
ENSDARG00000003941	rest
ENSDARG00000003963	rest
ENSDARG00000003974	rest
ENSDARG00000003977	rest
ENSDARG00000003984	rest
ENSDARG00000003989	rest
ENSDARG00000004034	rest
ENSDARG00000004049	rest
ENSDARG00000004059	rest
ENSDARG00000004074	rest
ENSDARG00000004094	rest
ENSDARG00000004114	rest
ENSDARG00000004160	rest
ENSDARG00000004161	rest
ENSDARG00000004169	rest
ENSDARG00000004171	rest
ENSDARG00000004173	rest
ENSDARG00000004174	rest
ENSDARG00000004177	rest
ENSDARG00000004187	rest
ENSDARG00000004189	rest
ENSDARG00000004219	rest
ENSDARG00000004251	rest
ENSDARG00000004256	rest
ENSDARG00000004262	rest
ENSDARG00000004274	rest
ENSDARG00000004280	rest
ENSDARG00000004291	rest
ENSDARG00000004297	rest
ENSDARG00000004302	rest
ENSDARG00000004312	rest
ENSDARG00000004336	rest
ENSDARG00000004342	rest
ENSDARG00000004343	rest
ENSDARG00000004402	rest
ENSDARG00000004406	rest
ENSDARG00000004427	rest
ENSDARG00000004436	rest
ENSDARG00000004452	rest
ENSDARG00000004472	rest
ENSDARG00000004517	rest
ENSDARG00000004525	rest
ENSDARG00000004527	rest
ENSDARG00000004532	rest
ENSDARG00000004576	rest
ENSDARG00000004587	rest
ENSDARG00000004588	rest
ENSDARG00000004594	rest
ENSDARG00000004616	rest
ENSDARG00000004618	rest
ENSDARG00000004627	rest
ENSDARG00000004634	rest
ENSDARG00000004636	rest
ENSDARG00000004643	rest
ENSDARG00000004687	rest
ENSDARG00000004692	rest
ENSDARG00000004706	rest
ENSDARG00000004712	rest
ENSDARG00000004713	rest
ENSDARG00000004714	rest
ENSDARG00000004726	rest
ENSDARG00000004727	rest
ENSDARG00000004735	rest
ENSDARG00000004736	rest
ENSDARG00000004745	rest
ENSDARG00000004757	rest
ENSDARG00000004771	rest
ENSDARG00000004774	rest
ENSDARG00000004785	rest
ENSDARG00000004798	rest
ENSDARG00000004806	rest
ENSDARG00000004830	rest
ENSDARG00000004840	rest
ENSDARG00000004845	rest
ENSDARG00000004861	rest
ENSDARG00000004870	rest
ENSDARG00000004874	rest
ENSDARG00000004889	rest
ENSDARG00000004891	rest
ENSDARG00000004898	rest
ENSDARG00000004917	rest
ENSDARG00000004925	rest
ENSDARG00000004926	rest
ENSDARG00000004930	rest
ENSDARG00000004937	rest
ENSDARG00000004939	rest
ENSDARG00000004948	rest
ENSDARG00000004956	rest
ENSDARG00000004964	rest
ENSDARG00000004988	rest
ENSDARG00000005002	rest
ENSDARG00000005010	rest
ENSDARG00000005057	rest
ENSDARG00000005092	rest
ENSDARG00000005104	rest
ENSDARG00000005112	rest
ENSDARG00000005122	rest
ENSDARG00000005134	rest
ENSDARG00000005150	rest
ENSDARG00000005162	rest
ENSDARG00000005172	rest
ENSDARG00000005179	rest
ENSDARG00000005186	rest
ENSDARG00000005191	rest
ENSDARG00000005210	rest
ENSDARG00000005220	rest
ENSDARG00000005230	rest
ENSDARG00000005232	rest
ENSDARG00000005236	rest
ENSDARG00000005251	rest
ENSDARG00000005254	rest
ENSDARG00000005273	rest
ENSDARG00000005274	rest
ENSDARG00000005284	rest
ENSDARG00000005315	rest
ENSDARG00000005320	rest
ENSDARG00000005333	rest
ENSDARG00000005355	rest
ENSDARG00000005368	rest
ENSDARG00000005374	rest
ENSDARG00000005394	rest
ENSDARG00000005397	rest
ENSDARG00000005419	rest
ENSDARG00000005425	rest
ENSDARG00000005451	rest
ENSDARG00000005453	rest
ENSDARG00000005454	rest
ENSDARG00000005463	rest
ENSDARG00000005464	rest
ENSDARG00000005470	rest
ENSDARG00000005476	rest
ENSDARG00000005500	rest
ENSDARG00000005513	rest
ENSDARG00000005525	rest
ENSDARG00000005540	rest
ENSDARG00000005551	rest
ENSDARG00000005560	rest
ENSDARG00000005561	rest
ENSDARG00000005567	rest
ENSDARG00000005576	rest
ENSDARG00000005590	rest
ENSDARG00000005595	rest
ENSDARG00000005620	rest
ENSDARG00000005643	rest
ENSDARG00000005645	rest
ENSDARG00000005675	rest
ENSDARG00000005690	rest
ENSDARG00000005699	rest
ENSDARG00000005754	rest
ENSDARG00000005756	rest
ENSDARG00000005762	rest
ENSDARG00000005772	rest
ENSDARG00000005774	rest
ENSDARG00000005775	rest
ENSDARG00000005785	rest
ENSDARG00000005791	rest
ENSDARG00000005823	rest
ENSDARG00000005827	rest
ENSDARG00000005832	rest
ENSDARG00000005842	rest
ENSDARG00000005867	rest
ENSDARG00000005870	rest
ENSDARG00000005879	rest
ENSDARG00000005897	rest
ENSDARG00000005901	rest
ENSDARG00000005908	rest
ENSDARG00000005915	rest
ENSDARG00000005926	rest
ENSDARG00000005941	rest
ENSDARG00000005944	rest
ENSDARG00000005945	rest
ENSDARG00000005959	rest
ENSDARG00000005974	rest
ENSDARG00000005989	rest
ENSDARG00000006005	rest
ENSDARG00000006011	rest
ENSDARG00000006017	rest
ENSDARG00000006019	rest
ENSDARG00000006021	rest
ENSDARG00000006029	rest
ENSDARG00000006038	rest
ENSDARG00000006040	rest
ENSDARG00000006052	rest
ENSDARG00000006060	rest
ENSDARG00000006062	rest
ENSDARG00000006092	rest
ENSDARG00000006124	rest
ENSDARG00000006192	rest
ENSDARG00000006200	rest
ENSDARG00000006202	rest
ENSDARG00000006219	rest
ENSDARG00000006225	rest
ENSDARG00000006235	rest
ENSDARG00000006242	rest
ENSDARG00000006251	rest
ENSDARG00000006253	rest
ENSDARG00000006260	rest
ENSDARG00000006275	rest
ENSDARG00000006283	rest
ENSDARG00000006290	rest
ENSDARG00000006300	rest
ENSDARG00000006307	rest
ENSDARG00000006314	rest
ENSDARG00000006316	rest
ENSDARG00000006332	rest
ENSDARG00000006345	rest
ENSDARG00000006350	rest
ENSDARG00000006353	rest
ENSDARG00000006368	rest
ENSDARG00000006392	rest
ENSDARG00000006395	rest
ENSDARG00000006396	rest
ENSDARG00000006399	rest
ENSDARG00000006408	rest
ENSDARG00000006413	rest
ENSDARG00000006434	rest
ENSDARG00000006462	rest
ENSDARG00000006467	rest
ENSDARG00000006477	rest
ENSDARG00000006487	rest
ENSDARG00000006497	rest
ENSDARG00000006524	rest
ENSDARG00000006526	rest
ENSDARG00000006527	rest
ENSDARG00000006546	rest
ENSDARG00000006566	rest
ENSDARG00000006567	rest
ENSDARG00000006577	rest
ENSDARG00000006584	rest
ENSDARG00000006598	rest
ENSDARG00000006602	rest
ENSDARG00000006603	rest
ENSDARG00000006615	rest
ENSDARG00000006617	rest
ENSDARG00000006624	rest
ENSDARG00000006642	rest
ENSDARG00000006666	rest
ENSDARG00000006678	rest
ENSDARG00000006683	rest
ENSDARG00000006687	rest
ENSDARG00000006691	rest
ENSDARG00000006729	rest
ENSDARG00000006766	rest
ENSDARG00000006782	rest
ENSDARG00000006816	rest
ENSDARG00000006818	rest
ENSDARG00000006832	rest
ENSDARG00000006837	rest
ENSDARG00000006840	rest
ENSDARG00000006859	rest
ENSDARG00000006863	rest
ENSDARG00000006878	rest
ENSDARG00000006900	rest
ENSDARG00000006916	rest
ENSDARG00000006921	rest
ENSDARG00000006923	rest
ENSDARG00000006924	rest
ENSDARG00000006963	rest
ENSDARG00000006990	rest
ENSDARG00000007034	rest
ENSDARG00000007045	rest
ENSDARG00000007065	rest
ENSDARG00000007077	rest
ENSDARG00000007080	rest
ENSDARG00000007081	rest
ENSDARG00000007092	rest
ENSDARG00000007096	rest
ENSDARG00000007098	rest
ENSDARG00000007099	rest
ENSDARG00000007125	rest
ENSDARG00000007130	rest
ENSDARG00000007135	rest
ENSDARG00000007136	rest
ENSDARG00000007141	rest
ENSDARG00000007149	rest
ENSDARG00000007169	rest
ENSDARG00000007172	rest
ENSDARG00000007175	rest
ENSDARG00000007186	rest
ENSDARG00000007196	rest
ENSDARG00000007198	rest
ENSDARG00000007204	rest
ENSDARG00000007216	rest
ENSDARG00000007217	rest
ENSDARG00000007219	rest
ENSDARG00000007220	rest
ENSDARG00000007221	rest
ENSDARG00000007222	rest
ENSDARG00000007231	rest
ENSDARG00000007247	rest
ENSDARG00000007257	rest
ENSDARG00000007264	rest
ENSDARG00000007271	rest
ENSDARG00000007285	rest
ENSDARG00000007289	rest
ENSDARG00000007315	rest
ENSDARG00000007320	rest
ENSDARG00000007323	rest
ENSDARG00000007349	rest
ENSDARG00000007359	rest
ENSDARG00000007369	rest
ENSDARG00000007370	rest
ENSDARG00000007377	rest
ENSDARG00000007383	rest
ENSDARG00000007385	rest
ENSDARG00000007387	rest
ENSDARG00000007396	rest
ENSDARG00000007398	rest
ENSDARG00000007405	rest
ENSDARG00000007425	rest
ENSDARG00000007430	rest
ENSDARG00000007449	rest
ENSDARG00000007496	rest
ENSDARG00000007523	rest
ENSDARG00000007526	rest
ENSDARG00000007531	rest
ENSDARG00000007553	rest
ENSDARG00000007561	rest
ENSDARG00000007566	rest
ENSDARG00000007597	rest
ENSDARG00000007601	rest
ENSDARG00000007614	rest
ENSDARG00000007628	rest
ENSDARG00000007630	rest
ENSDARG00000007665	rest
ENSDARG00000007671	rest
ENSDARG00000007678	rest
ENSDARG00000007682	rest
ENSDARG00000007693	rest
ENSDARG00000007708	rest
ENSDARG00000007714	rest
ENSDARG00000007715	rest
ENSDARG00000007739	rest
ENSDARG00000007743	rest
ENSDARG00000007744	rest
ENSDARG00000007745	rest
ENSDARG00000007755	rest
ENSDARG00000007774	rest
ENSDARG00000007783	rest
ENSDARG00000007787	rest
ENSDARG00000007791	rest
ENSDARG00000007792	rest
ENSDARG00000007795	rest
ENSDARG00000007807	rest
ENSDARG00000007808	rest
ENSDARG00000007812	rest
ENSDARG00000007818	rest
ENSDARG00000007823	rest
ENSDARG00000007836	rest
ENSDARG00000007863	rest
ENSDARG00000007867	rest
ENSDARG00000007869	rest
ENSDARG00000007892	rest
ENSDARG00000007901	rest
ENSDARG00000007912	rest
ENSDARG00000007916	rest
ENSDARG00000007921	rest
ENSDARG00000007923	rest
ENSDARG00000007943	rest
ENSDARG00000007955	rest
ENSDARG00000007960	rest
ENSDARG00000007971	rest
ENSDARG00000007975	rest
ENSDARG00000007989	rest
ENSDARG00000007993	rest
ENSDARG00000007996	rest
ENSDARG00000008010	rest
ENSDARG00000008020	rest
ENSDARG00000008030	rest
ENSDARG00000008032	rest
ENSDARG00000008034	rest
ENSDARG00000008049	rest
ENSDARG00000008052	rest
ENSDARG00000008057	rest
ENSDARG00000008064	rest
ENSDARG00000008068	rest
ENSDARG00000008097	rest
ENSDARG00000008105	rest
ENSDARG00000008109	rest
ENSDARG00000008119	rest
ENSDARG00000008141	rest
ENSDARG00000008153	rest
ENSDARG00000008170	rest
ENSDARG00000008188	rest
ENSDARG00000008218	rest
ENSDARG00000008235	rest
ENSDARG00000008237	rest
ENSDARG00000008238	rest
ENSDARG00000008243	rest
ENSDARG00000008247	rest
ENSDARG00000008255	rest
ENSDARG00000008275	rest
ENSDARG00000008292	rest
ENSDARG00000008310	rest
ENSDARG00000008312	rest
ENSDARG00000008329	rest
ENSDARG00000008333	rest
ENSDARG00000008359	rest
ENSDARG00000008363	rest
ENSDARG00000008370	rest
ENSDARG00000008372	rest
ENSDARG00000008377	rest
ENSDARG00000008380	rest
ENSDARG00000008383	rest
ENSDARG00000008384	rest
ENSDARG00000008388	rest
ENSDARG00000008403	rest
ENSDARG00000008413	rest
ENSDARG00000008433	rest
ENSDARG00000008457	rest
ENSDARG00000008461	rest
ENSDARG00000008487	rest
ENSDARG00000008494	rest
ENSDARG00000008502	rest
ENSDARG00000008542	rest
ENSDARG00000008548	rest
ENSDARG00000008553	rest
ENSDARG00000008623	rest
ENSDARG00000008678	rest
ENSDARG00000008680	rest
ENSDARG00000008703	rest
ENSDARG00000008706	rest
ENSDARG00000008723	rest
ENSDARG00000008732	rest
ENSDARG00000008735	rest
ENSDARG00000008740	rest
ENSDARG00000008748	rest
ENSDARG00000008767	rest
ENSDARG00000008772	rest
ENSDARG00000008784	rest
ENSDARG00000008785	rest
ENSDARG00000008790	rest
ENSDARG00000008803	rest
ENSDARG00000008816	rest
ENSDARG00000008818	rest
ENSDARG00000008832	rest
ENSDARG00000008835	rest
ENSDARG00000008858	rest
ENSDARG00000008867	rest
ENSDARG00000008886	rest
ENSDARG00000008887	rest
ENSDARG00000008912	rest
ENSDARG00000008915	rest
ENSDARG00000008931	rest
ENSDARG00000008947	rest
ENSDARG00000008953	rest
