read_id,read_type,tail_is_valid,tail_start,tail_end,samples_per_nt,tail_length,file_path
1df589f8-4017-4559-aacc-25f660073bdc,invalid,FALSE,,,7.22,,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
feca6614-3b87-4016-927b-79fe7b9b78e8,polyT,TRUE,648,878,8.34,27.56,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
0ba86067-ea9d-4020-9087-57aca3516455,polyT,TRUE,540,740,8,24.99,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
03a4bd4f-91a5-4772-aade-072c60d485c5,invalid,FALSE,,,28.83,,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
4a8acd10-5377-4a67-9856-0224f9148d0d,invalid,FALSE,,,7.49,,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
101cabe0-8ded-49d9-9409-130ee9e5f9d3,invalid,FALSE,,,7.55,,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
5a006fc2-820b-49fa-b4ae-9c7f2e4dab4f,polyT,TRUE,574,794,8.69,25.31,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
325bf71c-ce76-415c-a3b1-b735bc58dd4b,polyT,TRUE,648,1388,8.24,89.83,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
7933f3aa-9c55-45b8-8aea-76f22547ca63,polyT,TRUE,570,730,8.13,19.69,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
cc88731f-823f-4d6b-9dfd-9de40ddaf55b,polyT,TRUE,606,766,7.62,21,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
ca22e43b-5be3-4643-b79f-fe043b270a24,polyT,TRUE,550,700,7.52,19.95,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
d87310f5-dc9c-4d64-83dd-c6a432ba7d2d,invalid,FALSE,,,9.06,,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
2d54974e-a0c7-4373-b4cd-7e1dc772bced,invalid,FALSE,,,7.63,,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
381d2427-3b57-43cf-b135-88d995c4bb30,invalid,FALSE,,,9.98,,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
42e50eab-7c10-474a-8aef-b73c087cf159,invalid,FALSE,,,7.8,,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
6ef2393b-3b5d-4e1b-90c0-652208bf010a,invalid,FALSE,,,7.78,,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
ac3ad922-8d9e-48f0-a4cf-847fbf22d6bb,polyT,TRUE,2088,2318,7.75,29.69,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
3a765def-8fb8-4dc2-922e-ab9b4c3272f9,polyT,TRUE,810,1760,7.33,129.66,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
e396892d-7201-472b-b2b9-21a5835d5fb5,invalid,FALSE,,,16.81,,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
59df0c26-49c7-4572-8bd4-2c8f795fa271,invalid,FALSE,,,97.5,,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
6c75b24d-c224-49a9-b6b9-9e321114dea8,invalid,FALSE,,,8.59,,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
dea318fb-0c5d-43ee-9724-9ae4ec69e827,polyT,TRUE,1126,1816,7.91,87.27,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
a3ed4681-008e-4fd2-8fd4-3b4b00f8ad94,polyT,TRUE,594,764,7.54,22.54,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
98379a12-32ca-4089-b6b1-862ac93f61f7,invalid,FALSE,,,8.89,,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
f7de370b-eabd-4cf1-af25-0fdca749f7aa,polyT,TRUE,704,834,7.99,16.28,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
e65fffc4-c6f6-41ac-88c4-bec1ea3f5b07,polyT,TRUE,702,1452,6.93,108.17,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
b100f5ed-8643-493a-b20a-75e5fec7f14d,polyT,TRUE,,,8.44,,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
0c3f57d9-9a56-4b7f-af47-d6ee7a1ede2c,polyT,TRUE,590,770,7.81,23.03,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
5bf912bd-7717-455c-80e6-8cb041192cb2,polyT,TRUE,552,1142,7.74,76.25,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
8a07018c-f0b7-409e-a9cd-252b4e2acff9,invalid,FALSE,,,8.18,,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
4e5ebcfb-c80c-444a-8041-c1e2bdfed58c,polyT,TRUE,412,562,7.27,20.63,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
2aaa7591-1a8a-4fd7-a317-3a9849cea931,invalid,FALSE,,,214.32,,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
cf709385-4082-408c-ac4b-04a5269419ab,polyT,TRUE,820,1480,7.26,90.95,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
50bac71b-80ee-436a-9714-8d204035f3c8,invalid,FALSE,,,8.18,,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
9c0d0647-dfe4-4d41-8180-fac6aef909ab,invalid,FALSE,,,16.14,,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
25fd98c4-22ea-40be-a509-58f6e239cd34,invalid,FALSE,,,40.16,,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
3ddf34a6-8752-472b-81cb-b0bce0c0157e,polyT,TRUE,506,646,7.41,18.89,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
f4aa4689-0a5e-4daf-9ad1-624b441d4e60,invalid,FALSE,,,7.6,,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
834edb85-21be-48f8-8d9b-0df7bbc9b13a,invalid,FALSE,,,51.67,,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
8953372e-d2f5-4eca-bb4f-0a93124388cb,invalid,FALSE,,,8.69,,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
76ba2992-3f5f-4320-8cfa-9d39b28a1892,polyT,TRUE,1252,1432,8.15,22.07,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
d6c32552-c19e-4dab-a00a-2c1c2f2f6c9f,invalid,FALSE,,,10.71,,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
0b8ba336-af5b-434e-a936-69f584b4e6e1,invalid,FALSE,,,56.34,,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
b7ce8a52-21db-4fab-8608-d64c53975b60,polyT,TRUE,616,766,7.23,20.75,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
e0396c64-8120-48a1-9c9a-5e0d56a42411,polyT,TRUE,964,1464,7.54,66.31,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
1e2a08da-5bae-4676-9627-c0829d72abc1,polyT,TRUE,388,578,7.45,25.52,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
21b4480d-d0fc-4163-881e-b6262359e2bf,invalid,FALSE,,,8.79,,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
34a401a2-d1da-4314-8e51-9347e0adf0b6,invalid,FALSE,,,367.98,,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
2f6448a5-8ef4-4526-8418-5a68208485c5,invalid,FALSE,,,7.25,,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
54f3f68a-a5c8-460e-9f9e-6c81f338bcb2,invalid,FALSE,,,7.5,,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
f3f85b64-c81f-444a-b14f-4c798e81561f,invalid,FALSE,,,8.51,,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
5da7ca52-c848-4c0f-a4cb-8aa285f4e4aa,invalid,FALSE,,,13.9,,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
c9383bca-b999-4029-9c4f-34be53f6f3df,polyT,TRUE,740,880,7.97,17.57,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
23dee551-602a-459a-bac3-9c6bd2f4ae59,invalid,FALSE,,,7.85,,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
38639c11-5ead-4d8e-a1a5-04e08e221d13,invalid,FALSE,,,8.85,,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
aa9d5311-1acd-4653-b786-af82abfa062c,polyT,TRUE,,,8.03,,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
67239779-943c-438b-a56f-8d9db2c9dd58,invalid,FALSE,,,8.14,,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
1353d671-8bc6-4fa0-bb41-aceb9f3377fa,polyT,TRUE,608,748,7.68,18.23,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
97fed8d4-0312-4df8-9e82-4858d68bce36,polyT,TRUE,908,1728,7.91,103.68,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
4eb79167-5c96-422f-9461-f6623baa9fcb,invalid,FALSE,,,659.37,,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
0d74a1c3-7acc-419b-b554-f96d7df2291c,polyT,TRUE,598,748,8.08,18.56,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
6fcc88de-893a-4b1a-8c89-e2c504f18057,invalid,FALSE,,,8.58,,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
62117bc8-e6a7-459e-8d40-f490bfc28d35,invalid,FALSE,,,7.44,,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
a69a1351-e24e-470a-a3cc-35d25e684ff2,invalid,FALSE,,,23.48,,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
acac8bdf-f038-41ca-a6f5-b33050132a80,polyT,TRUE,416,1376,9.13,105.09,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
1a6596d1-5112-4418-a4db-e04d12960b2c,invalid,FALSE,,,7.76,,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
3b5cd011-e38d-4b8b-9300-13fd9009d333,polyT,TRUE,706,926,9.16,24.01,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
5ed32883-4641-4449-9c80-29118d1bb4b3,polyT,TRUE,780,1450,7.61,88.04,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
f0f29c53-6d03-4b45-8868-3882ced9b893,polyT,TRUE,604,804,8.28,24.14,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
3120fda6-e789-4d14-9019-9ec3c10e015b,polyT,TRUE,738,1378,8.08,79.18,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
5ed5fa74-cf25-402d-8245-108b0c640014,invalid,FALSE,,,8.34,,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
1b783136-2339-469f-afb7-43917445b344,polyT,TRUE,1140,1990,8.6,98.88,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
c3e0a306-271e-4358-a4bb-56f5019aab53,polyT,TRUE,394,544,7.69,19.5,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
80507250-3224-40e2-afad-f2ab671890ac,polyT,TRUE,728,908,7.64,23.55,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
42fce556-560b-4bca-9a31-2af5a9307c66,polyT,TRUE,614,1404,7.99,98.88,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
070db144-de6a-4fa6-af5d-e2492111a44b,polyT,TRUE,588,678,7.41,12.15,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
99df360a-cdb6-4dbe-9b55-d8b053293a1f,invalid,FALSE,,,7.23,,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
45ddf2b3-219a-47f2-a485-c0f278abdd83,polyT,TRUE,,,12.65,,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
ae812b40-0392-4ac2-a1a2-d0a8c219102c,invalid,FALSE,,,37.48,,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
646b91ad-76ca-4a3e-ac80-ec7cd714f9c5,polyT,TRUE,728,868,8.31,16.84,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
7faa281f-485d-408d-a789-dfe8295fd175,polyT,TRUE,1240,1950,7.81,90.91,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
28786f75-6b71-48e9-845a-d7ba7d297156,invalid,FALSE,,,8.72,,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
d899835c-700c-43c8-bf4f-b2142d62fe1a,invalid,FALSE,,,7.73,,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
1f446da2-3e7c-497c-ba54-48f01a359f7d,invalid,FALSE,,,132.85,,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
81707194-79d6-4b8c-988e-155edfc824b7,polyT,TRUE,722,1632,9.45,96.3,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
cec3577c-f2e5-4475-ad0d-0afbf5aa8e1d,polyT,TRUE,658,828,7.33,23.2,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
97e274f6-79f6-4f46-9cfa-6a3553a6fcc8,invalid,FALSE,,,7.03,,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
fda7541f-2f79-4f94-9811-037f3f191c9f,invalid,FALSE,,,13.18,,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
ed35d7c3-1a61-4072-9091-6c8a3153f702,invalid,FALSE,,,11.55,,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
cce31049-f20f-4a5b-99d1-41459b3fef6b,invalid,FALSE,,,40.81,,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
7acb1fc5-e726-48df-bb09-814624f0dad5,invalid,FALSE,,,8.06,,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
993ef7a6-2a82-4a19-a264-5cb68da89d56,invalid,FALSE,,,46.2,,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
d8474f76-ad8a-45aa-9bd7-931f08cad2b5,invalid,FALSE,,,71.58,,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
b0fec63a-d549-4b97-9e92-9ef3264bdb4b,polyT,TRUE,936,1526,7.32,80.62,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
3c144251-3989-4fd5-9ec2-2fc9e220d27e,polyT,TRUE,458,598,7.47,18.75,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
04ebb151-87d6-4776-99fc-479ecd753a40,invalid,FALSE,,,9.25,,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
e5f10b1d-8aa4-43cc-92d1-679839de9e98,polyT,TRUE,1006,1926,7.69,119.56,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
09af38eb-ab74-431e-90b3-b281a41110dd,invalid,FALSE,,,118.63,,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
5e0facd0-f945-4b0a-b001-bc99982e59cc,polyT,TRUE,484,614,8.03,16.2,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
8c054392-35a1-46fb-953f-c2cd091522c2,invalid,FALSE,,,9.75,,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
84b06181-9d09-4c16-8635-e7a0296ae09d,polyT,TRUE,558,718,7.14,22.41,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
fe7869c6-7257-430f-839d-26c4089d2086,polyT,TRUE,1350,1380,7.59,3.95,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
22d16212-8b54-41d2-a484-6a9c574018df,polyT,TRUE,678,828,8.35,17.96,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
459fe5ab-4281-410f-a0a9-f8ebdca708bc,invalid,FALSE,,,7.5,,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
cc46d052-e877-49b3-ad9f-4874fd800ab6,polyT,TRUE,1078,1278,7,28.59,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
b3f47688-0388-4dd9-a59e-f142d4c00b92,invalid,FALSE,,,8.73,,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
dfd2d5fd-e491-420d-9abf-d8db92e3640b,polyT,TRUE,602,762,8.26,19.38,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
04560e2d-6d11-4098-b22b-1648e4de97c7,invalid,FALSE,,,7.25,,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
5e907087-b76b-4c48-90e0-88413264e0d0,invalid,FALSE,,,22.03,,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
87aec861-0326-457e-8890-06b9b2564ee3,invalid,FALSE,,,15.03,,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
41742b3b-97e5-459b-8329-49085a1a2f7d,invalid,FALSE,,,10.46,,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
06a1c3bc-5afb-44ee-a072-64df2d300cc0,invalid,FALSE,,,7.81,,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
72ba0d72-0782-4aba-a3da-edbd8085807d,polyT,TRUE,,,8.86,,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
d177ed8c-63b8-420c-bdc3-21057e1d8b7e,polyT,TRUE,568,738,7.72,22.01,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
053e5c5a-d4ca-4e90-8d4f-03e8ea562cae,polyT,TRUE,1064,1214,7.79,19.25,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
2085520a-7a68-466f-af90-a83e41c71da6,invalid,FALSE,,,8.87,,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
6940ecf0-022f-46c2-b42f-a870bf239336,invalid,FALSE,,,8.95,,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
fce7f2e3-8f34-4fa4-a323-adfa7c266ab5,polyT,TRUE,1642,1822,8.04,22.4,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
d27e40bc-5991-4564-b9f1-5dde1b0e3026,invalid,FALSE,,,27.07,,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
acda7845-3552-4b27-a6f8-6d1cdf0cb327,invalid,FALSE,,,19.09,,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
36984181-e19c-45d1-aedd-f56c247fbb72,polyT,TRUE,882,992,8.5,12.95,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
20ceb403-7556-4405-8340-3a1541f2c5b3,polyT,TRUE,628,768,7.01,19.98,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
38f4a5c3-52fe-4cf9-b1a1-f77024d8476a,polyT,TRUE,754,904,7.63,19.66,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
9e451f9f-78ba-48b7-b8ad-a864df3dfda6,invalid,FALSE,,,8.98,,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
2dc936e1-1879-49f0-916b-5634e8b66d43,polyT,TRUE,874,1174,9.52,31.51,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
a6fed879-c73a-4133-a5d4-d47fb0fb4842,polyT,TRUE,742,902,7.65,20.9,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
1b2330d3-6338-4206-ac16-2c092b76e227,invalid,FALSE,,,7.96,,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
78cc14ce-ab98-4096-b3d4-cf97d8961f87,invalid,FALSE,,,20.74,,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
7ac534ba-b678-417e-8a33-09a9bec53be1,polyT,TRUE,690,850,8.33,19.21,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
0c28b452-e681-476d-8dee-0cb6ae2fe125,polyT,TRUE,672,832,8.4,19.04,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
915cee3f-830c-48be-ab59-f20b3705d409,invalid,FALSE,,,7.83,,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
6900cc42-bad7-409c-bd45-13a4c5c4274a,polyT,TRUE,820,1560,8.74,84.65,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
fe64bfac-ec75-4e75-8bca-4e4c8eb12973,invalid,FALSE,,,8.47,,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
33cd834c-25d1-406c-9ac2-fdd8274dcb3d,polyT,TRUE,792,932,6.98,20.07,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
7108b8d1-1f7f-40f8-b48f-74eea6f32d07,polyT,TRUE,952,1122,7.49,22.7,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
e2d600e3-a964-4542-bc0a-fecfc124aa4d,invalid,FALSE,,,8.78,,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
cdb4adad-21c3-45c5-b76e-278d277dc2db,invalid,FALSE,,,10.51,,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
ceb113cf-9668-4cb5-9b0d-3246d28ed8ef,invalid,FALSE,,,56.17,,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
d6847baf-9916-41fb-ba0d-64fd0e1e05a1,polyT,TRUE,494,654,8.17,19.59,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
b2ce8645-d43d-4476-a20e-595a2525d320,invalid,FALSE,,,26.43,,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
614c8bf7-a0df-4a65-a634-f8fccb3361eb,polyT,TRUE,702,1212,7.71,66.18,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
84144331-f591-4137-ac36-6d1749062800,invalid,FALSE,,,7.36,,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
74e6ad4a-7a9c-4cc6-9cd6-286183f830bf,invalid,FALSE,,,9.91,,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
e335ca45-e7b1-4924-91a5-a9d79fddbc16,polyT,TRUE,,,7.57,,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
0b1224b8-1d12-4e7f-8192-6ff8eabc8bf4,polyT,TRUE,976,1116,8.29,16.88,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
abc83904-a01e-4fb6-9a24-0ac4a96591f2,polyT,TRUE,738,888,8.21,18.27,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
60670e0b-4921-413f-883c-ab9026728865,polyT,TRUE,564,1274,7.43,95.55,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
817cf32e-0c28-4331-96bb-0a5d837e7049,polyT,TRUE,1018,1168,7.61,19.72,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
551e9963-6c6c-4adf-9bba-74615c338ca1,invalid,FALSE,,,7.81,,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
dd709ec1-b8a1-45fd-b514-3a127019f2d9,invalid,FALSE,,,24.67,,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
998b3b66-e771-4dd6-bc4a-91638638253e,polyT,TRUE,570,1140,7.62,74.76,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
4b22cc34-70e7-44c0-b2c7-5be91c0e239c,polyT,TRUE,716,1276,7.94,70.54,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
95e96b4f-3ea4-43a5-abd4-1b8b1424d079,invalid,FALSE,,,7.54,,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
e5a16d39-6ec7-474c-8980-98a7beb4ece5,polyT,TRUE,1038,1218,7.75,23.22,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
3908a79a-08d0-424f-929f-98dd9851252e,polyT,TRUE,1006,1166,10.19,15.71,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
01414578-93ba-4562-83b0-289b01779444,polyT,TRUE,834,1284,7.82,57.57,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
75261d2d-6f52-4599-a1fc-2e6e48229808,invalid,FALSE,,,8.02,,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
ccbb8bc1-f3c6-40df-b629-4527b0d2c1fe,polyT,TRUE,804,934,8.2,15.86,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
9928cfd5-cfb5-4464-b274-08ebb9681ed1,polyT,TRUE,1150,1310,7.92,20.2,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
ed71ff15-3f24-4caf-b8dd-15eb7c4e12f0,polyT,TRUE,766,956,8.05,23.59,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
a55f3bf3-c45a-4fe4-9f91-826a18536b0a,invalid,FALSE,,,8.09,,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
330cb782-0ac4-42ff-b5d9-6783ffde5238,invalid,FALSE,,,9.1,,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
fd4f309d-af82-4fa0-b36e-3fa145d238ab,invalid,FALSE,,,26.32,,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
187cf159-dab8-446a-8cd5-a75266a735c1,polyT,TRUE,694,814,7.83,15.33,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
452495b6-adcd-46b5-97ef-2fed7d21dd4a,polyT,TRUE,482,622,7.09,19.75,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
73187974-9050-4368-b7ed-0a4189017535,invalid,FALSE,,,61.17,,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
6c1b62cd-c304-4ee6-9267-00a1d348517a,invalid,FALSE,,,20.03,,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
037c20f1-cbb3-48f6-b95f-27889157c89f,invalid,FALSE,,,8.32,,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
30127531-5671-479c-94f4-709e35b33027,polyT,TRUE,932,1102,7.93,21.44,.//ABC838_31a309387776c6d7ee59eabc176225255af4bae9_7.fast5
